Surrogate Keys,Cost (Dollars),Month,Year,Quantity (g),Grams,Calories,Protein,Fat,Fiber,Sat.Fat,Carbs,Multiplier,Inflation,Population,GDP (Millions),Almonds,Avocado,Bacon,Butter,Olive oil,Peanut butter,Peanuts,Salmon,Sunflower seeds,Sweet potatoes,Condiments,Dairy,Fruits,Meat,Snacks,Vegetables,Alberta,British Columbia,Canada,Manitoba,New Brunswick,Newfoundland and Labrador,Nova Scotia,Ontario,Prince Edward Island,Quebec,Saskatchewan,cold continental,continental,eastern-maritime,humid continental,prairie-steppe,semi-continental,western maritime,isoutlier
1833,25.12,11,2023,1000.0,1000.0,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.9,15801768,1631204.1109999998,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
1838,24.45,12,2023,1000.0,1000.0,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.9,40528396,8457425.641999999,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
1842,23.4,12,2023,1000.0,1000.0,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.9,842725,8457425.641999999,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
1844,24.79,12,2023,1000.0,1000.0,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.9,15801768,1631204.1109999998,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
1849,4.1,1,2017,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,1.2,36313068,6175637.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
1851,4.29,1,2017,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,1.2,147811,19603.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
1860,4.15,2,2017,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,1.2,36313068,6175637.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
1862,4.45,2,2017,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,1.2,147811,19603.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
1871,4.49,3,2017,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,1.1,36313068,6175637.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
1873,4.39,3,2017,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,1.1,147811,19603.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
1882,4.2,4,2017,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,1.1,36397141,6175637.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
1884,3.84,4,2017,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,1.1,148354,19603.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
1893,4.37,5,2017,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,1.0,36397141,6175637.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
1895,4.19,5,2017,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,1.0,148354,19603.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
1904,4.18,6,2017,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,1.1,36397141,6175637.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
1906,4.46,6,2017,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,1.1,148354,19603.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
2641,5.87,1,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,6.1,39498018,8457425.641999999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
2645,5.59,1,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,6.1,820943,8457425.641999999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
2647,5.65,1,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,6.1,15378179,1631204.1109999998,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
2652,6.42,2,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,6.0,39498018,8457425.641999999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
2656,6.18,2,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,6.0,820943,8457425.641999999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
2658,6.49,2,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,6.0,15378179,1631204.1109999998,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
2663,5.5,3,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,5.7,39498018,8457425.641999999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
2667,5.41,3,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,5.7,820943,8457425.641999999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
2669,5.15,3,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,5.7,15378179,1631204.1109999998,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
2674,6.34,4,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,5.6,39739633,8457425.641999999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
2678,6.4,4,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,5.6,826622,8457425.641999999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
2680,6.47,4,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,5.6,15457075,1631204.1109999998,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
2685,6.42,5,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,5.2,39739633,8457425.641999999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
2689,6.14,5,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,5.2,826622,8457425.641999999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
2691,6.27,5,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,5.2,15457075,1631204.1109999998,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
2696,6.24,6,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,5.1,39739633,8457425.641999999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
2700,6.0,6,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,5.1,826622,8457425.641999999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
2702,6.29,6,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,5.1,15457075,1631204.1109999998,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
2707,6.27,7,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,4.8,40097761,8457425.641999999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
2711,5.99,7,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,4.8,834691,8457425.641999999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
2713,6.01,7,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,4.8,15608369,1631204.1109999998,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
2718,5.94,8,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,4.8,40097761,8457425.641999999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
2722,5.74,8,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,4.8,834691,8457425.641999999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
2724,5.81,8,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,4.8,15608369,1631204.1109999998,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
2729,5.53,9,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,4.4,40097761,8457425.641999999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
2733,5.94,9,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,4.4,834691,8457425.641999999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
2735,5.42,9,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,4.4,15608369,1631204.1109999998,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
2740,6.12,10,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,4.2,40528396,8457425.641999999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
2744,6.17,10,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,4.2,842725,8457425.641999999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
2746,5.88,10,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,4.2,15801768,1631204.1109999998,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
2751,5.91,11,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,3.9,40528396,8457425.641999999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
2755,5.76,11,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,3.9,842725,8457425.641999999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
2757,5.93,11,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,3.9,15801768,1631204.1109999998,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
2762,6.09,12,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,3.9,40528396,8457425.641999999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
2766,6.39,12,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,3.9,842725,8457425.641999999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
2768,6.03,12,2023,454.0,454.0,458.0535714285714,462.1071428571429,466.16071428571433,117.0,470.2142857142857,478.3214285714286,4.053571428571429,3.9,15801768,1631204.1109999998,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
2773,1.51,1,2017,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,1.2,36313068,6175637.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
2775,1.4,1,2017,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,1.2,147811,19603.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
2784,1.52,2,2017,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,1.2,36313068,6175637.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
2786,1.09,2,2017,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,1.2,147811,19603.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
2795,1.66,3,2017,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,1.1,36313068,6175637.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
2797,1.33,3,2017,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,1.1,147811,19603.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
2806,1.92,4,2017,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,1.1,36397141,6175637.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
2808,1.51,4,2017,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,1.1,148354,19603.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
2817,2.14,5,2017,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,1.0,36397141,6175637.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
2819,1.75,5,2017,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,1.0,148354,19603.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
2828,2.11,6,2017,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,1.1,36397141,6175637.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
2830,1.82,6,2017,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,1.1,148354,19603.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,outlier
3565,1.8,1,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,6.1,39498018,8457425.641999999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
3569,1.7,1,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,6.1,820943,8457425.641999999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
3571,1.84,1,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,6.1,15378179,1631204.1109999998,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
3576,1.65,2,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,6.0,39498018,8457425.641999999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
3580,1.55,2,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,6.0,820943,8457425.641999999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
3582,1.72,2,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,6.0,15378179,1631204.1109999998,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
3587,1.71,3,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,5.7,39498018,8457425.641999999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
3591,1.64,3,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,5.7,820943,8457425.641999999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
3593,1.85,3,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,5.7,15378179,1631204.1109999998,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
3598,2.06,4,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,5.6,39739633,8457425.641999999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
3602,1.86,4,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,5.6,826622,8457425.641999999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
3604,2.09,4,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,5.6,15457075,1631204.1109999998,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
3609,1.95,5,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,5.2,39739633,8457425.641999999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
3613,1.82,5,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,5.2,826622,8457425.641999999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
3615,1.99,5,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,5.2,15457075,1631204.1109999998,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
3620,2.01,6,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,5.1,39739633,8457425.641999999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
3624,1.9,6,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,5.1,826622,8457425.641999999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
3626,2.03,6,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,5.1,15457075,1631204.1109999998,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
3631,2.02,7,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,4.8,40097761,8457425.641999999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
3635,1.92,7,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,4.8,834691,8457425.641999999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,outlier
3637,2.04,7,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,4.8,15608369,1631204.1109999998,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,outlier
3642,2.18,8,2023,100.0,100.0,171.2962962962963,1.851851851851852,16.666666666666668,1.8,11.11111111111111,5.555555555555555,0.925925925925926,4.8,40097761,8457425.641999999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,outlier
