,Surrogate Keys,Product Name,Product Category,Province/Territory,Cost (Dollars),Month,Year,Quantity (g),Grams,Calories,Protein,Fat,Fiber,Sat.Fat,Carbs,Multiplier,Inflation,Population,GDP (Millions),Climate
1443,1444,Salmon,Meat,Prince Edward Island,19.17,12,2020,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,1.6,159179,21913.0,humid continental
1444,1445,Salmon,Meat,Nova Scotia,18.99,12,2020,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,1.6,989154,134171.0,eastern-maritime
1445,1446,Salmon,Meat,New Brunswick,18.62,12,2020,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,1.6,783814,108187.0,semi-continental
1446,1447,Salmon,Meat,Quebec,18.32,12,2020,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,1.6,8551865,1317417.0,semi-continental
1447,1448,Salmon,Meat,Ontario,21.19,12,2020,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,1.6,14757582,2554879.0,semi-continental
1448,1449,Salmon,Meat,Manitoba,21.88,12,2020,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,1.6,1381809,212321.0,cold continental
1449,1450,Salmon,Meat,Saskatchewan,21.01,12,2020,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,1.6,1165963,227117.0,humid continental
1450,1451,Salmon,Meat,Alberta,21.96,12,2020,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,1.6,4412013,893021.0,prairie-steppe
1451,1452,Salmon,Meat,British Columbia,24.56,12,2020,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,1.6,5173896,898645.0,western maritime
1452,1453,Salmon,Meat,Canada,22.04,1,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,1.6,38058291,7325247.0,continental
1453,1454,Salmon,Meat,Newfoundland and Labrador,21.56,1,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,1.6,525895,111170.0,humid continental
1454,1455,Salmon,Meat,Prince Edward Island,22.01,1,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,1.6,159240,24992.0,humid continental
1455,1456,Salmon,Meat,Nova Scotia,21.46,1,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,1.6,990025,147051.0,eastern-maritime
1456,1457,Salmon,Meat,New Brunswick,21.57,1,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,1.6,784950,119384.0,semi-continental
1457,1458,Salmon,Meat,Quebec,20.56,1,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,1.6,8550561,1459145.0,semi-continental
1458,1459,Salmon,Meat,Ontario,24.56,1,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,1.6,14772726,2789165.0,semi-continental
1459,1460,Salmon,Meat,Manitoba,19.66,1,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,1.6,1383854,230683.0,cold continental
1460,1461,Salmon,Meat,Saskatchewan,19.07,1,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,1.6,1166348,257981.0,humid continental
1461,1462,Salmon,Meat,Alberta,21.15,1,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,1.6,4418338,1110447.0,prairie-steppe
1462,1463,Salmon,Meat,British Columbia,23.01,1,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,1.6,5180015,1034003.0,western maritime
1463,1464,Salmon,Meat,Canada,22.98,2,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,1.6,38058291,7325247.0,continental
1464,1465,Salmon,Meat,Newfoundland and Labrador,21.32,2,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,1.6,525895,111170.0,humid continental
1465,1466,Salmon,Meat,Prince Edward Island,21.76,2,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,1.6,159240,24992.0,humid continental
1466,1467,Salmon,Meat,Nova Scotia,22.24,2,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,1.6,990025,147051.0,eastern-maritime
1467,1468,Salmon,Meat,New Brunswick,22.18,2,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,1.6,784950,119384.0,semi-continental
1468,1469,Salmon,Meat,Quebec,23.02,2,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,1.6,8550561,1459145.0,semi-continental
1469,1470,Salmon,Meat,Ontario,24.49,2,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,1.6,14772726,2789165.0,semi-continental
1470,1471,Salmon,Meat,Manitoba,20.12,2,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,1.6,1383854,230683.0,cold continental
1471,1472,Salmon,Meat,Saskatchewan,19.17,2,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,1.6,1166348,257981.0,humid continental
1472,1473,Salmon,Meat,Alberta,20.3,2,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,1.6,4418338,1110447.0,prairie-steppe
1473,1474,Salmon,Meat,British Columbia,23.79,2,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,1.6,5180015,1034003.0,western maritime
1474,1475,Salmon,Meat,Canada,21.98,3,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.0,38058291,7325247.0,continental
1475,1476,Salmon,Meat,Newfoundland and Labrador,21.8,3,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.0,525895,111170.0,humid continental
1476,1477,Salmon,Meat,Prince Edward Island,21.56,3,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.0,159240,24992.0,humid continental
1477,1478,Salmon,Meat,Nova Scotia,21.68,3,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.0,990025,147051.0,eastern-maritime
1478,1479,Salmon,Meat,New Brunswick,21.68,3,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.0,784950,119384.0,semi-continental
1479,1480,Salmon,Meat,Quebec,20.86,3,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.0,8550561,1459145.0,semi-continental
1480,1481,Salmon,Meat,Ontario,23.64,3,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.0,14772726,2789165.0,semi-continental
1481,1482,Salmon,Meat,Manitoba,20.11,3,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.0,1383854,230683.0,cold continental
1482,1483,Salmon,Meat,Saskatchewan,18.89,3,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.0,1166348,257981.0,humid continental
1483,1484,Salmon,Meat,Alberta,20.63,3,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.0,4418338,1110447.0,prairie-steppe
1484,1485,Salmon,Meat,British Columbia,23.11,3,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.0,5180015,1034003.0,western maritime
1485,1486,Salmon,Meat,Canada,23.04,4,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.1,38140918,7325247.0,continental
1486,1487,Salmon,Meat,Newfoundland and Labrador,21.33,4,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.1,526195,111170.0,humid continental
1487,1488,Salmon,Meat,Prince Edward Island,22.3,4,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.1,160334,24992.0,humid continental
1488,1489,Salmon,Meat,Nova Scotia,22.35,4,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.1,993946,147051.0,eastern-maritime
1489,1490,Salmon,Meat,New Brunswick,22.33,4,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.1,787002,119384.0,semi-continental
1490,1491,Salmon,Meat,Quebec,23.26,4,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.1,8556015,1459145.0,semi-continental
1491,1492,Salmon,Meat,Ontario,23.48,4,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.1,14808093,2789165.0,semi-continental
1492,1493,Salmon,Meat,Manitoba,21.04,4,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.1,1388611,230683.0,cold continental
1493,1494,Salmon,Meat,Saskatchewan,20.16,4,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.1,1167711,257981.0,humid continental
1494,1495,Salmon,Meat,Alberta,21.52,4,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.1,4425617,1110447.0,prairie-steppe
1495,1496,Salmon,Meat,British Columbia,24.18,4,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.1,5200393,1034003.0,western maritime
1496,1497,Salmon,Meat,Canada,22.37,5,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.5,38140918,7325247.0,continental
1497,1498,Salmon,Meat,Newfoundland and Labrador,21.82,5,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.5,526195,111170.0,humid continental
1498,1499,Salmon,Meat,Prince Edward Island,21.88,5,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.5,160334,24992.0,humid continental
1499,1500,Salmon,Meat,Nova Scotia,22.6,5,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.5,993946,147051.0,eastern-maritime
1500,1501,Salmon,Meat,New Brunswick,22.18,5,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.5,787002,119384.0,semi-continental
1501,1502,Salmon,Meat,Quebec,21.51,5,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.5,8556015,1459145.0,semi-continental
1502,1503,Salmon,Meat,Ontario,23.52,5,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.5,14808093,2789165.0,semi-continental
1503,1504,Salmon,Meat,Manitoba,20.02,5,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.5,1388611,230683.0,cold continental
1504,1505,Salmon,Meat,Saskatchewan,19.51,5,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.5,1167711,257981.0,humid continental
1505,1506,Salmon,Meat,Alberta,21.13,5,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.5,4425617,1110447.0,prairie-steppe
1506,1507,Salmon,Meat,British Columbia,23.54,5,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.5,5200393,1034003.0,western maritime
1507,1508,Salmon,Meat,Canada,24.27,6,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.5,38140918,7325247.0,continental
1508,1509,Salmon,Meat,Newfoundland and Labrador,21.99,6,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.5,526195,111170.0,humid continental
1509,1510,Salmon,Meat,Prince Edward Island,22.01,6,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.5,160334,24992.0,humid continental
1510,1511,Salmon,Meat,Nova Scotia,22.22,6,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.5,993946,147051.0,eastern-maritime
1511,1512,Salmon,Meat,New Brunswick,22.55,6,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.5,787002,119384.0,semi-continental
1512,1513,Salmon,Meat,Quebec,24.47,6,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.5,8556015,1459145.0,semi-continental
1513,1514,Salmon,Meat,Ontario,24.66,6,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.5,14808093,2789165.0,semi-continental
1514,1515,Salmon,Meat,Manitoba,23.16,6,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.5,1388611,230683.0,cold continental
1515,1516,Salmon,Meat,Saskatchewan,21.17,6,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.5,1167711,257981.0,humid continental
1516,1517,Salmon,Meat,Alberta,23.49,6,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.5,4425617,1110447.0,prairie-steppe
1517,1518,Salmon,Meat,British Columbia,25.42,6,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.5,5200393,1034003.0,western maritime
1518,1519,Salmon,Meat,Canada,24.49,7,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.7,38239864,7325247.0,continental
1519,1520,Salmon,Meat,Newfoundland and Labrador,22.34,7,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.7,527056,111170.0,humid continental
1520,1521,Salmon,Meat,Prince Edward Island,23.14,7,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.7,162133,24992.0,humid continental
1521,1522,Salmon,Meat,Nova Scotia,23.17,7,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.7,999908,147051.0,eastern-maritime
1522,1523,Salmon,Meat,New Brunswick,23.07,7,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.7,790802,119384.0,semi-continental
1523,1524,Salmon,Meat,Quebec,23.63,7,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.7,8572020,1459145.0,semi-continental
1524,1525,Salmon,Meat,Ontario,25.25,7,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.7,14842488,2789165.0,semi-continental
1525,1526,Salmon,Meat,Manitoba,23.08,7,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.7,1391924,230683.0,cold continental
1526,1527,Salmon,Meat,Saskatchewan,22.47,7,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.7,1167711,257981.0,humid continental
1527,1528,Salmon,Meat,Alberta,23.85,7,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.7,4431531,1110447.0,prairie-steppe
1528,1529,Salmon,Meat,British Columbia,26.07,7,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.7,5226665,1034003.0,western maritime
1529,1530,Salmon,Meat,Canada,24.61,8,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.9,38239864,7325247.0,continental
1530,1531,Salmon,Meat,Newfoundland and Labrador,22.35,8,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.9,527056,111170.0,humid continental
1531,1532,Salmon,Meat,Prince Edward Island,22.99,8,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.9,162133,24992.0,humid continental
1532,1533,Salmon,Meat,Nova Scotia,23.26,8,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.9,999908,147051.0,eastern-maritime
1533,1534,Salmon,Meat,New Brunswick,23.35,8,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.9,790802,119384.0,semi-continental
1534,1535,Salmon,Meat,Quebec,26.43,8,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.9,8572020,1459145.0,semi-continental
1535,1536,Salmon,Meat,Ontario,25.3,8,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.9,14842488,2789165.0,semi-continental
1536,1537,Salmon,Meat,Manitoba,22.72,8,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.9,1391924,230683.0,cold continental
1537,1538,Salmon,Meat,Saskatchewan,22.09,8,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.9,1167711,257981.0,humid continental
1538,1539,Salmon,Meat,Alberta,22.06,8,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.9,4431531,1110447.0,prairie-steppe
1539,1540,Salmon,Meat,British Columbia,23.51,8,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,2.9,5226665,1034003.0,western maritime
1540,1541,Salmon,Meat,Canada,24.51,9,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.1,38239864,7325247.0,continental
1541,1542,Salmon,Meat,Newfoundland and Labrador,22.21,9,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.1,527056,111170.0,humid continental
1542,1543,Salmon,Meat,Prince Edward Island,22.58,9,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.1,162133,24992.0,humid continental
1543,1544,Salmon,Meat,Nova Scotia,23.49,9,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.1,999908,147051.0,eastern-maritime
1544,1545,Salmon,Meat,New Brunswick,22.52,9,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.1,790802,119384.0,semi-continental
1545,1546,Salmon,Meat,Quebec,22.17,9,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.1,8572020,1459145.0,semi-continental
1546,1547,Salmon,Meat,Ontario,26.72,9,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.1,14842488,2789165.0,semi-continental
1547,1548,Salmon,Meat,Manitoba,24.75,9,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.1,1391924,230683.0,cold continental
1548,1549,Salmon,Meat,Saskatchewan,24.69,9,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.1,1167711,257981.0,humid continental
1549,1550,Salmon,Meat,Alberta,25.28,9,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.1,4431531,1110447.0,prairie-steppe
1550,1551,Salmon,Meat,British Columbia,27.06,9,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.1,5226665,1034003.0,western maritime
1551,1552,Salmon,Meat,Canada,23.88,10,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.0,38451454,7325247.0,continental
1552,1553,Salmon,Meat,Newfoundland and Labrador,22.43,10,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.0,528335,111170.0,humid continental
1553,1554,Salmon,Meat,Prince Edward Island,22.03,10,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.0,163775,24992.0,humid continental
1554,1555,Salmon,Meat,Nova Scotia,23.28,10,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.0,1006805,147051.0,eastern-maritime
1555,1556,Salmon,Meat,New Brunswick,22.27,10,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.0,795755,119384.0,semi-continental
1556,1557,Salmon,Meat,Quebec,21.0,10,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.0,8603553,1459145.0,semi-continental
1557,1558,Salmon,Meat,Ontario,25.91,10,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.0,14942272,2789165.0,semi-continental
1558,1559,Salmon,Meat,Manitoba,24.83,10,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.0,1396460,230683.0,cold continental
1559,1560,Salmon,Meat,Saskatchewan,24.36,10,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.0,1168901,257981.0,humid continental
1560,1561,Salmon,Meat,Alberta,25.87,10,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.0,4450442,1110447.0,prairie-steppe
1561,1562,Salmon,Meat,British Columbia,27.68,10,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.0,5267184,1034003.0,western maritime
1562,1563,Salmon,Meat,Canada,24.34,11,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.1,38451454,7325247.0,continental
1563,1564,Salmon,Meat,Newfoundland and Labrador,22.22,11,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.1,528335,111170.0,humid continental
1564,1565,Salmon,Meat,Prince Edward Island,21.54,11,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.1,163775,24992.0,humid continental
1565,1566,Salmon,Meat,Nova Scotia,22.84,11,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.1,1006805,147051.0,eastern-maritime
1566,1567,Salmon,Meat,New Brunswick,22.28,11,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.1,795755,119384.0,semi-continental
1567,1568,Salmon,Meat,Quebec,22.06,11,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.1,8603553,1459145.0,semi-continental
1568,1569,Salmon,Meat,Ontario,26.21,11,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.1,14942272,2789165.0,semi-continental
1569,1570,Salmon,Meat,Manitoba,25.28,11,2021,1000.0,1000.0000000000001,1411.7647058823532,200.0,58.82352941176471,0.0,11.764705882352942,0.0,11.764705882352942,3.1,1396460,230683.0,cold continental
